2026/09/05 00:00:09 [clock.main:2] We must catchup 1.07 seconds!
2026/09/05 00:00:10 [clock.main:2] We must catchup 1.43 seconds!
2026/09/05 00:00:11 [clock.main:2] We must catchup 1.08 seconds!
2026/09/05 00:01:24 [lang:2] Could not perform http request: CurlException(Aborted_by_callback, 42, CURLE_ABORTED_BY_CALLBACK).
2026/09/05 00:01:24 [lang.deprecated:2] WARNING: "error.kind" is deprecated and will be removed in future version.
2026/09/05 00:01:24 [lang.deprecated:2] WARNING: "error.message" is deprecated and will be removed in future version.
2026/09/05 00:01:24 [lang:3] API djoff - Error: http - CurlException(Aborted_by_callback, 42, CURLE_ABORTED_BY_CALLBACK)
2026/09/05 00:01:24 [threads:2] Queue generic queue #1 crashed with exception Sys_error("Condition.wait: Operation not permitted")
2026/09/05 00:01:24 [threads:2] Raised by primitive operation at Duppy.queue.run in file "src/duppy.ml", line 341, characters 6-32
2026/09/05 00:01:24 [threads:2] Called from Duppy.queue in file "src/duppy.ml", line 357, characters 8-12
2026/09/05 00:01:24 [threads:2] Re-raised at Duppy.queue in file "src/duppy.ml", line 361, characters 8-17
2026/09/05 00:01:24 [threads:2] Called from Tutils.create.(fun).process in file "tools/tutils.ml", line 164, characters 12-15
2026/09/05 00:01:24 [threads:2] 
2026/09/05 00:01:24 [threads:1] PANIC: Liquidsoap has crashed, exiting.,
2026/09/05 00:01:24 [threads:1] Please report at: savonet-users@lists.sf.net
2026/09/05 05:04:39 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Cantiques du royaume/Cantique sa miséricorde.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:04:40 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Worship/70 - Sing Unto the Lord a new Song  - Winnipeg Fellowship.mp3" (RID 82).
2026/09/05 05:10:41 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Worship/70 - Sing Unto the Lord a new Song  - Winnipeg Fellowship.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:10:42 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Worship/19 - You're the Lamb - Calabar HF.mp3" (RID 83).
2026/09/05 05:19:42 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Worship/19 - You're the Lamb - Calabar HF.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:19:43 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Worship/62 - All in All - CHF.mp3" (RID 84).
2026/09/05 05:24:19 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Worship/62 - All in All - CHF.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:24:20 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Worship/74 - You are God - Winnipeg Fellowship.mp3" (RID 85).
2026/09/05 05:30:13 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Worship/74 - You are God - Winnipeg Fellowship.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:30:14 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Worship/72 - There is no name  - Winnipeg Fellowship.mp3" (RID 86).
2026/09/05 05:38:01 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Worship/72 - There is no name  - Winnipeg Fellowship.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:38:02 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_id_station_02_radio_evangile_du_royaume.mp3" (RID 87).
2026/09/05 05:38:11 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_id_station_02_radio_evangile_du_royaume.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:38:12 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_079.mp3" (RID 88).
2026/09/05 05:39:46 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_079.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:39:47 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_080.mp3" (RID 89).
2026/09/05 05:41:29 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_080.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:41:30 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_081.mp3" (RID 90).
2026/09/05 05:43:08 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_081.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:43:09 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_082.mp3" (RID 91).
2026/09/05 05:43:50 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_082.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:43:51 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_083.mp3" (RID 92).
2026/09/05 05:45:24 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_083.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:45:24 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_084.mp3" (RID 93).
2026/09/05 05:46:43 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_084.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:46:43 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_085.mp3" (RID 94).
2026/09/05 05:47:54 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_085.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:47:54 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_086.mp3" (RID 95).
2026/09/05 05:49:42 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_086.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:49:43 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_087.mp3" (RID 96).
2026/09/05 05:50:23 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_087.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:50:23 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_088.mp3" (RID 97).
2026/09/05 05:52:00 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_088.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:52:01 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_089.mp3" (RID 98).
2026/09/05 05:56:38 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_089.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:56:38 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_090.mp3" (RID 99).
2026/09/05 05:58:21 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/psaumes_090.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:58:22 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_musical_station_fm_parole_prophetique_01.mp3" (RID 100).
2026/09/05 05:58:31 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_musical_station_fm_parole_prophetique_01.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 05:58:31 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/SWBN Lead Concert Live Worship/02 - Unto Him (Vincent Opara).mp3" (RID 101).
2026/09/05 06:07:09 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/SWBN Lead Concert Live Worship/02 - Unto Him (Vincent Opara).mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 06:07:10 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_message_05_vous_etes_a_lecoute_de_levangile_du_royaume.mp3" (RID 102).
2026/09/05 06:07:17 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_message_05_vous_etes_a_lecoute_de_levangile_du_royaume.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 06:07:18 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Parole qui éclaire/pqe_c2.mp3" (RID 103).
2026/09/05 06:24:08 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Parole qui éclaire/pqe_c2.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 06:24:09 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_bible_06_ouvrons_les_saintes_ecritures.mp3" (RID 104).
2026/09/05 06:24:16 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_bible_06_ouvrons_les_saintes_ecritures.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 06:24:17 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_timothée_001.mp3" (RID 105).
2026/09/05 06:27:29 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_timothée_001.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 06:27:30 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_timothée_002.mp3" (RID 106).
2026/09/05 06:29:36 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_timothée_002.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 06:29:37 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_timothée_003.mp3" (RID 107).
2026/09/05 06:31:58 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_timothée_003.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 06:31:59 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_timothée_004.mp3" (RID 108).
2026/09/05 06:34:25 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_timothée_004.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 06:34:25 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_timothée_005.mp3" (RID 109).
2026/09/05 06:38:07 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_timothée_005.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 06:38:08 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_timothée_006.mp3" (RID 110).
2026/09/05 06:41:57 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_timothée_006.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 06:41:58 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_001.mp3" (RID 111).
2026/09/05 06:44:13 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_001.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 06:44:13 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_002.mp3" (RID 112).
2026/09/05 06:48:11 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_002.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 06:48:12 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_003.mp3" (RID 113).
2026/09/05 06:53:37 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_003.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 06:53:37 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_004.mp3" (RID 114).
2026/09/05 06:57:20 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_004.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 06:57:20 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_005.mp3" (RID 115).
2026/09/05 07:00:46 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_005.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 07:00:46 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_006.mp3" (RID 116).
2026/09/05 07:04:07 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_006.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 07:04:07 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_007.mp3" (RID 117).
2026/09/05 07:10:54 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_007.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 07:10:54 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_008.mp3" (RID 118).
2026/09/05 07:14:50 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_008.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 07:14:50 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_009.mp3" (RID 119).
2026/09/05 07:22:34 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/néhémie_009.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 07:22:35 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_louange_07_voici_un_temps_de_louange.mp3" (RID 120).
2026/09/05 07:22:44 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_louange_07_voici_un_temps_de_louange.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 07:22:45 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Worship/42 - God is Building - Will You Be - Ketu HF.mp3" (RID 121).
2026/09/05 07:27:15 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Worship/42 - God is Building - Will You Be - Ketu HF.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 07:27:16 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Worship/89 - I Know The Blood - PHF.mp3" (RID 122).
2026/09/05 07:31:31 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Worship/89 - I Know The Blood - PHF.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 07:31:32 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Worship/01 - There Is Forgiveness In Thee - SWBN TV.mp3" (RID 123).
2026/09/05 07:37:36 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Worship/01 - There Is Forgiveness In Thee - SWBN TV.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 07:37:36 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/SWBN Lead Concert Live Worship/10 - He Has Given Me & Emmanuel You Joy Over Us (Medley) (Abasiama Timothy & Imah Adegoke).mp3" (RID 124).
2026/09/05 07:46:11 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/SWBN Lead Concert Live Worship/10 - He Has Given Me & Emmanuel You Joy Over Us (Medley) (Abasiama Timothy & Imah Adegoke).mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 07:46:11 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Worship/61 - Unto Him - CHF.mp3" (RID 125).
2026/09/05 07:52:27 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Worship/61 - Unto Him - CHF.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 07:52:28 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Worship/13 - For By My God - Toronto & Winnipeg HF.mp3" (RID 126).
2026/09/05 07:59:46 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Worship/13 - For By My God - Toronto & Winnipeg HF.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 07:59:46 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Worship/10 - Yeshua Hamashiach - Calabar HF.mp3" (RID 127).
2026/09/05 08:08:05 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Worship/10 - Yeshua Hamashiach - Calabar HF.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 08:08:06 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Worship/60 - Be Exalted - PHF.mp3" (RID 128).
2026/09/05 08:18:41 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Worship/60 - Be Exalted - PHF.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 08:18:42 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Cantiques du royaume/cantique___il_s_est_lui-même_humilié.mp3" (RID 129).
2026/09/05 08:24:07 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Cantiques du royaume/cantique___il_s_est_lui-même_humilié.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 08:24:07 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_bible_08_prenons_un_moment_pour_ecouter_la_parole.mp3" (RID 130).
2026/09/05 08:24:13 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_bible_08_prenons_un_moment_pour_ecouter_la_parole.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 08:24:14 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/exode_034.mp3" (RID 131).
2026/09/05 08:31:35 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/exode_034.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 08:31:36 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/exode_035.mp3" (RID 132).
2026/09/05 08:37:13 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/exode_035.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 08:37:14 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/exode_036.mp3" (RID 133).
2026/09/05 08:42:27 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/exode_036.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 08:42:28 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/exode_037.mp3" (RID 134).
2026/09/05 08:46:29 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/exode_037.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 08:46:29 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/exode_038.mp3" (RID 135).
2026/09/05 08:51:22 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/exode_038.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 08:51:23 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/exode_039.mp3" (RID 136).
2026/09/05 08:57:54 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/exode_039.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 08:57:54 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_louange_05_elevons_nos_coeurs_vers_dieu.mp3" (RID 137).
2026/09/05 08:58:02 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_louange_05_elevons_nos_coeurs_vers_dieu.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 08:58:03 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Worship/53 - In Jesus - PHF.mp3" (RID 138).
2026/09/05 09:03:57 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Worship/53 - In Jesus - PHF.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 09:03:58 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Worship/33 - By the word of the lord - Ketu HF.mp3" (RID 139).
2026/09/05 11:59:40 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/2_samuel_016.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 11:59:40 [autodj_fallback:3] Switch to schedule_switch with forgetful transition.
2026/09/05 11:59:50 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_message_01_voici_le_message_du_jour.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 11:59:51 [safe_fallback:3] Switch to error_jingle with forgetful transition.
2026/09/05 12:00:00 [playlist_bloc_c_serie_du_jour:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_message_01_voici_le_message_du_jour.mp3" (RID 9).
2026/09/05 12:00:00 [safe_fallback:3] Switch to amplify_0 with transition.
2026/09/05 12:00:00 [live_fallback:3] Switch to cross_0.
2026/09/05 12:00:00 [interrupting_fallback:3] Switch to requests_fallback.
2026/09/05 12:00:00 [requests_fallback:3] Switch to autodj_fallback.
2026/09/05 12:00:00 [autodj_fallback:3] Switch to schedule_switch.
2026/09/05 12:00:00 [schedule_switch:3] Switch to cue_playlist_bloc_c_serie_du_jour.
2026/09/05 12:00:10 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_message_01_voici_le_message_du_jour.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 12:00:10 [playlist_bloc_c_serie_du_jour:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Parole qui éclaire/pqe_c2.mp3" (RID 170).
2026/09/05 12:17:00 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Parole qui éclaire/pqe_c2.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 12:17:01 [playlist_bloc_c_serie_du_jour:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_bible_07_place_a_la_lecture_de_la_bible.mp3" (RID 171).
2026/09/05 12:17:01 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_message_01_voici_le_message_du_jour.mp3" (RID 172).
2026/09/05 12:17:01 [autodj_fallback:3] Switch to dynamic_startup with forgetful transition.
2026/09/05 12:17:01 [dynamic_startup:3] Switch to cue_next_song.
2026/09/05 12:17:11 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_message_01_voici_le_message_du_jour.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 12:17:11 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Parole qui éclaire/pqe_c2.mp3" (RID 173).
2026/09/05 12:34:02 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Parole qui éclaire/pqe_c2.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 12:34:02 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_bible_07_place_a_la_lecture_de_la_bible.mp3" (RID 174).
2026/09/05 12:34:12 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_bible_07_place_a_la_lecture_de_la_bible.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 12:34:13 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_rois_001.mp3" (RID 175).
2026/09/05 12:44:13 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_rois_001.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/09/05 12:44:14 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/1_rois_002.mp3" (RID 176).
